product,draw_id,game_variant,prize_tier,winning_rule,winner_count,prize_value_vnd,details_json,source_url,fetched_at
max3d,00001,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Ba,634 573 539 048 967 262 523 185,378,100000,"{""columns"":{""Giá trị"":""100.000"",""Giải thưởng"":""Giải Ba"",""Kết quả"":""634 573 539 048 967 262 523 185"",""SL giải"":""378""},""row_index"":3,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00001&nocatche=1,2026-06-13T18:00:54+00:00
max3d,00001,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Ba,Trùng 2 bộ ba số bất kỳ trong 8 bộ ba số 634 573 539 048 967 262 523 185,3,5000000,"{""columns"":{""Giá trị"":""5.000.000"",""Giải thưởng"":""Giải Ba"",""Kết quả"":""Trùng 2 bộ ba số bất kỳ trong 8 bộ ba số 634 573 539 048 967 262 523 185"",""SL giải"":""3""},""row_index"":3,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00001&nocatche=1,2026-06-13T18:00:54+00:00
max3d,00001,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Nhì,043 900 132 916 370 766,303,210000,"{""columns"":{""Giá trị"":""210.000"",""Giải thưởng"":""Giải Nhì"",""Kết quả"":""043 900 132 916 370 766"",""SL giải"":""303""},""row_index"":2,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00001&nocatche=1,2026-06-13T18:00:54+00:00
max3d,00001,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Nhì,Trùng 2 bộ ba số bất kỳ trong 6 bộ ba  số 043 900 132 916 370 766,2,10000000,"{""columns"":{""Giá trị"":""10.000.000"",""Giải thưởng"":""Giải Nhì"",""Kết quả"":""Trùng 2 bộ ba số bất kỳ trong 6 bộ ba  số 043 900 132 916 370 766"",""SL giải"":""2""},""row_index"":2,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00001&nocatche=1,2026-06-13T18:00:54+00:00
max3d,00001,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Nhất,334  279  576  060,240,350000,"{""columns"":{""Giá trị"":""350.000"",""Giải thưởng"":""Giải Nhất"",""Kết quả"":""334  279  576  060"",""SL giải"":""240""},""row_index"":1,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00001&nocatche=1,2026-06-13T18:00:54+00:00
max3d,00001,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Nhất,Trùng 2 bộ ba số bất kỳ trong 4 bộ ba số 334 279 576 060,0,40000000,"{""columns"":{""Giá trị"":""40.000.000"",""Giải thưởng"":""Giải Nhất"",""Kết quả"":""Trùng 2 bộ ba số bất kỳ trong 4 bộ ba số 334 279 576 060"",""SL giải"":""0""},""row_index"":1,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00001&nocatche=1,2026-06-13T18:00:54+00:00
max3d,00001,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải năm,Trùng 1 bộ ba số bất kỳ trong 2 bộ ba số 015 517,321,150000,"{""columns"":{""Giá trị"":""150.000"",""Giải thưởng"":""Giải năm"",""Kết quả"":""Trùng 1 bộ ba số bất kỳ trong 2 bộ ba số 015 517"",""SL giải"":""321""},""row_index"":5,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00001&nocatche=1,2026-06-13T18:00:54+00:00
max3d,00001,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải sáu,Trùng 1 bộ ba số bất kỳ trong 18 bộ ba số 334 279 576 060 043 900 132 916 370 766 634 573 539 048 967 262 523 185,2898,40000,"{""columns"":{""Giá trị"":""40.000"",""Giải thưởng"":""Giải sáu"",""Kết quả"":""Trùng 1 bộ ba số bất kỳ trong 18 bộ ba số 334 279 576 060 043 900 132 916 370 766 634 573 539 048 967 262 523 185"",""SL giải"":""2.898""},""row_index"":6,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00001&nocatche=1,2026-06-13T18:00:54+00:00
max3d,00001,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải tư,Trùng 2 bộ ba số bất kỳ trong 20 bộ ba số 015 517 334 279 576 060 043 900 132 916 370 766 634 573 539 048 967 262 523 185,18,1000000,"{""columns"":{""Giá trị"":""1.000.000"",""Giải thưởng"":""Giải tư"",""Kết quả"":""Trùng 2 bộ ba số bất kỳ trong 20 bộ ba số 015 517 334 279 576 060 043 900 132 916 370 766 634 573 539 048 967 262 523 185"",""SL giải"":""18""},""row_index"":4,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00001&nocatche=1,2026-06-13T18:00:54+00:00
max3d,00001,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Đặc biệt,015  517,102,1000000,"{""columns"":{""Giá trị"":""1.000.000"",""Giải thưởng"":""Giải Đặc biệt"",""Kết quả"":""015  517"",""SL giải"":""102""},""row_index"":0,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00001&nocatche=1,2026-06-13T18:00:54+00:00
max3d,00001,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Đặc biệt,015 517 hoặc 517 015,1,1000000000,"{""columns"":{""Giá trị"":""1.000.000.000"",""Giải thưởng"":""Giải Đặc biệt"",""Kết quả"":""015 517 hoặc 517 015"",""SL giải"":""1""},""row_index"":0,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00001&nocatche=1,2026-06-13T18:00:54+00:00
max3d,00002,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Ba,722 401 873 296 292 054 243 882,249,100000,"{""columns"":{""Giá trị"":""100.000"",""Giải thưởng"":""Giải Ba"",""Kết quả"":""722 401 873 296 292 054 243 882"",""SL giải"":""249""},""row_index"":3,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00002&nocatche=1,2026-06-13T18:00:55+00:00
max3d,00002,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Ba,Trùng 2 bộ ba số bất kỳ trong 8 bộ ba số 722 401 873 296 292 054 243 882,2,5000000,"{""columns"":{""Giá trị"":""5.000.000"",""Giải thưởng"":""Giải Ba"",""Kết quả"":""Trùng 2 bộ ba số bất kỳ trong 8 bộ ba số 722 401 873 296 292 054 243 882"",""SL giải"":""2""},""row_index"":3,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00002&nocatche=1,2026-06-13T18:00:55+00:00
max3d,00002,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Nhì,355 787 838 558 762 488,249,210000,"{""columns"":{""Giá trị"":""210.000"",""Giải thưởng"":""Giải Nhì"",""Kết quả"":""355 787 838 558 762 488"",""SL giải"":""249""},""row_index"":2,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00002&nocatche=1,2026-06-13T18:00:55+00:00
max3d,00002,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Nhì,Trùng 2 bộ ba số bất kỳ trong 6 bộ ba  số 355 787 838 558 762 488,2,10000000,"{""columns"":{""Giá trị"":""10.000.000"",""Giải thưởng"":""Giải Nhì"",""Kết quả"":""Trùng 2 bộ ba số bất kỳ trong 6 bộ ba  số 355 787 838 558 762 488"",""SL giải"":""2""},""row_index"":2,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00002&nocatche=1,2026-06-13T18:00:55+00:00
max3d,00002,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Nhất,007  038  125  667,216,350000,"{""columns"":{""Giá trị"":""350.000"",""Giải thưởng"":""Giải Nhất"",""Kết quả"":""007  038  125  667"",""SL giải"":""216""},""row_index"":1,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00002&nocatche=1,2026-06-13T18:00:55+00:00
max3d,00002,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Nhất,Trùng 2 bộ ba số bất kỳ trong 4 bộ ba số 007 038 125 667,4,40000000,"{""columns"":{""Giá trị"":""40.000.000"",""Giải thưởng"":""Giải Nhất"",""Kết quả"":""Trùng 2 bộ ba số bất kỳ trong 4 bộ ba số 007 038 125 667"",""SL giải"":""4""},""row_index"":1,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00002&nocatche=1,2026-06-13T18:00:55+00:00
max3d,00002,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải năm,Trùng 1 bộ ba số bất kỳ trong 2 bộ ba số 817 156,335,150000,"{""columns"":{""Giá trị"":""150.000"",""Giải thưởng"":""Giải năm"",""Kết quả"":""Trùng 1 bộ ba số bất kỳ trong 2 bộ ba số 817 156"",""SL giải"":""335""},""row_index"":5,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00002&nocatche=1,2026-06-13T18:00:55+00:00
max3d,00002,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải sáu,Trùng 1 bộ ba số bất kỳ trong 18 bộ ba số 007 038 125 667 355 787 838 558 762 488 722 401 873 296 292 054 243 882,3226,40000,"{""columns"":{""Giá trị"":""40.000"",""Giải thưởng"":""Giải sáu"",""Kết quả"":""Trùng 1 bộ ba số bất kỳ trong 18 bộ ba số 007 038 125 667 355 787 838 558 762 488 722 401 873 296 292 054 243 882"",""SL giải"":""3.226""},""row_index"":6,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00002&nocatche=1,2026-06-13T18:00:55+00:00
max3d,00002,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải tư,Trùng 2 bộ ba số bất kỳ trong 20 bộ ba số 817 156 007 038 125 667 355 787 838 558 762 488 722 401 873 296 292 054 243 882,23,1000000,"{""columns"":{""Giá trị"":""1.000.000"",""Giải thưởng"":""Giải tư"",""Kết quả"":""Trùng 2 bộ ba số bất kỳ trong 20 bộ ba số 817 156 007 038 125 667 355 787 838 558 762 488 722 401 873 296 292 054 243 882"",""SL giải"":""23""},""row_index"":4,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00002&nocatche=1,2026-06-13T18:00:55+00:00
max3d,00002,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Đặc biệt,817  156,90,1000000,"{""columns"":{""Giá trị"":""1.000.000"",""Giải thưởng"":""Giải Đặc biệt"",""Kết quả"":""817  156"",""SL giải"":""90""},""row_index"":0,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00002&nocatche=1,2026-06-13T18:00:55+00:00
max3d,00002,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Đặc biệt,817 156 hoặc 156 817,0,1000000000,"{""columns"":{""Giá trị"":""1.000.000.000"",""Giải thưởng"":""Giải Đặc biệt"",""Kết quả"":""817 156 hoặc 156 817"",""SL giải"":""0""},""row_index"":0,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00002&nocatche=1,2026-06-13T18:00:55+00:00
max3d,00003,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Ba,428 982 057 331 545 111 873 039,465,100000,"{""columns"":{""Giá trị"":""100.000"",""Giải thưởng"":""Giải Ba"",""Kết quả"":""428 982 057 331 545 111 873 039"",""SL giải"":""465""},""row_index"":3,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00003&nocatche=1,2026-06-13T18:00:56+00:00
max3d,00003,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Ba,Trùng 2 bộ ba số bất kỳ trong 8 bộ ba số 428 982 057 331 545 111 873 039,11,5000000,"{""columns"":{""Giá trị"":""5.000.000"",""Giải thưởng"":""Giải Ba"",""Kết quả"":""Trùng 2 bộ ba số bất kỳ trong 8 bộ ba số 428 982 057 331 545 111 873 039"",""SL giải"":""11""},""row_index"":3,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00003&nocatche=1,2026-06-13T18:00:56+00:00
max3d,00003,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Nhì,071 986 348 539 464 731,284,210000,"{""columns"":{""Giá trị"":""210.000"",""Giải thưởng"":""Giải Nhì"",""Kết quả"":""071 986 348 539 464 731"",""SL giải"":""284""},""row_index"":2,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00003&nocatche=1,2026-06-13T18:00:56+00:00
max3d,00003,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Nhì,Trùng 2 bộ ba số bất kỳ trong 6 bộ ba  số 071 986 348 539 464 731,7,10000000,"{""columns"":{""Giá trị"":""10.000.000"",""Giải thưởng"":""Giải Nhì"",""Kết quả"":""Trùng 2 bộ ba số bất kỳ trong 6 bộ ba  số 071 986 348 539 464 731"",""SL giải"":""7""},""row_index"":2,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00003&nocatche=1,2026-06-13T18:00:56+00:00
max3d,00003,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Nhất,479  232  435  033,265,350000,"{""columns"":{""Giá trị"":""350.000"",""Giải thưởng"":""Giải Nhất"",""Kết quả"":""479  232  435  033"",""SL giải"":""265""},""row_index"":1,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00003&nocatche=1,2026-06-13T18:00:56+00:00
max3d,00003,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Nhất,Trùng 2 bộ ba số bất kỳ trong 4 bộ ba số 479 232 435 033,1,40000000,"{""columns"":{""Giá trị"":""40.000.000"",""Giải thưởng"":""Giải Nhất"",""Kết quả"":""Trùng 2 bộ ba số bất kỳ trong 4 bộ ba số 479 232 435 033"",""SL giải"":""1""},""row_index"":1,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00003&nocatche=1,2026-06-13T18:00:56+00:00
max3d,00003,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải năm,Trùng 1 bộ ba số bất kỳ trong 2 bộ ba số 428 336,428,150000,"{""columns"":{""Giá trị"":""150.000"",""Giải thưởng"":""Giải năm"",""Kết quả"":""Trùng 1 bộ ba số bất kỳ trong 2 bộ ba số 428 336"",""SL giải"":""428""},""row_index"":5,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00003&nocatche=1,2026-06-13T18:00:56+00:00
max3d,00003,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải sáu,Trùng 1 bộ ba số bất kỳ trong 18 bộ ba số 479 232 435 033 071 986 348 539 464 731 428 982 057 331 545 111 873 039,4247,40000,"{""columns"":{""Giá trị"":""40.000"",""Giải thưởng"":""Giải sáu"",""Kết quả"":""Trùng 1 bộ ba số bất kỳ trong 18 bộ ba số 479 232 435 033 071 986 348 539 464 731 428 982 057 331 545 111 873 039"",""SL giải"":""4.247""},""row_index"":6,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00003&nocatche=1,2026-06-13T18:00:56+00:00
max3d,00003,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải tư,Trùng 2 bộ ba số bất kỳ trong 20 bộ ba số 428 336 479 232 435 033 071 986 348 539 464 731 428 982 057 331 545 111 873 039,39,1000000,"{""columns"":{""Giá trị"":""1.000.000"",""Giải thưởng"":""Giải tư"",""Kết quả"":""Trùng 2 bộ ba số bất kỳ trong 20 bộ ba số 428 336 479 232 435 033 071 986 348 539 464 731 428 982 057 331 545 111 873 039"",""SL giải"":""39""},""row_index"":4,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00003&nocatche=1,2026-06-13T18:00:56+00:00
max3d,00003,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Đặc biệt,428  336,95,1000000,"{""columns"":{""Giá trị"":""1.000.000"",""Giải thưởng"":""Giải Đặc biệt"",""Kết quả"":""428  336"",""SL giải"":""95""},""row_index"":0,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00003&nocatche=1,2026-06-13T18:00:56+00:00
max3d,00003,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Đặc biệt,428 336 hoặc 336 428,0,1000000000,"{""columns"":{""Giá trị"":""1.000.000.000"",""Giải thưởng"":""Giải Đặc biệt"",""Kết quả"":""428 336 hoặc 336 428"",""SL giải"":""0""},""row_index"":0,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00003&nocatche=1,2026-06-13T18:00:56+00:00
max3d,00004,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Ba,803 617 958 125 008 393 003 102,444,100000,"{""columns"":{""Giá trị"":""100.000"",""Giải thưởng"":""Giải Ba"",""Kết quả"":""803 617 958 125 008 393 003 102"",""SL giải"":""444""},""row_index"":3,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00004&nocatche=1,2026-06-13T18:00:57+00:00
max3d,00004,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Ba,Trùng 2 bộ ba số bất kỳ trong 8 bộ ba số 803 617 958 125 008 393 003 102,18,5000000,"{""columns"":{""Giá trị"":""5.000.000"",""Giải thưởng"":""Giải Ba"",""Kết quả"":""Trùng 2 bộ ba số bất kỳ trong 8 bộ ba số 803 617 958 125 008 393 003 102"",""SL giải"":""18""},""row_index"":3,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00004&nocatche=1,2026-06-13T18:00:57+00:00
max3d,00004,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Nhì,463 754 971 300 553 179,278,210000,"{""columns"":{""Giá trị"":""210.000"",""Giải thưởng"":""Giải Nhì"",""Kết quả"":""463 754 971 300 553 179"",""SL giải"":""278""},""row_index"":2,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00004&nocatche=1,2026-06-13T18:00:57+00:00
max3d,00004,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Nhì,Trùng 2 bộ ba số bất kỳ trong 6 bộ ba  số 463 754 971 300 553 179,5,10000000,"{""columns"":{""Giá trị"":""10.000.000"",""Giải thưởng"":""Giải Nhì"",""Kết quả"":""Trùng 2 bộ ba số bất kỳ trong 6 bộ ba  số 463 754 971 300 553 179"",""SL giải"":""5""},""row_index"":2,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00004&nocatche=1,2026-06-13T18:00:57+00:00
max3d,00004,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Nhất,798  683  954  222,180,350000,"{""columns"":{""Giá trị"":""350.000"",""Giải thưởng"":""Giải Nhất"",""Kết quả"":""798  683  954  222"",""SL giải"":""180""},""row_index"":1,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00004&nocatche=1,2026-06-13T18:00:57+00:00
max3d,00004,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Nhất,Trùng 2 bộ ba số bất kỳ trong 4 bộ ba số 798 683 954 222,2,40000000,"{""columns"":{""Giá trị"":""40.000.000"",""Giải thưởng"":""Giải Nhất"",""Kết quả"":""Trùng 2 bộ ba số bất kỳ trong 4 bộ ba số 798 683 954 222"",""SL giải"":""2""},""row_index"":1,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00004&nocatche=1,2026-06-13T18:00:57+00:00
max3d,00004,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải năm,Trùng 1 bộ ba số bất kỳ trong 2 bộ ba số 668 878,674,150000,"{""columns"":{""Giá trị"":""150.000"",""Giải thưởng"":""Giải năm"",""Kết quả"":""Trùng 1 bộ ba số bất kỳ trong 2 bộ ba số 668 878"",""SL giải"":""674""},""row_index"":5,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00004&nocatche=1,2026-06-13T18:00:57+00:00
max3d,00004,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải sáu,Trùng 1 bộ ba số bất kỳ trong 18 bộ ba số 798 683 954 222 463 754 971 300 553 179 803 617 958 125 008 393 003 102,4078,40000,"{""columns"":{""Giá trị"":""40.000"",""Giải thưởng"":""Giải sáu"",""Kết quả"":""Trùng 1 bộ ba số bất kỳ trong 18 bộ ba số 798 683 954 222 463 754 971 300 553 179 803 617 958 125 008 393 003 102"",""SL giải"":""4.078""},""row_index"":6,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00004&nocatche=1,2026-06-13T18:00:57+00:00
max3d,00004,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải tư,Trùng 2 bộ ba số bất kỳ trong 20 bộ ba số 668 878 798 683 954 222 463 754 971 300 553 179 803 617 958 125 008 393 003 102,46,1000000,"{""columns"":{""Giá trị"":""1.000.000"",""Giải thưởng"":""Giải tư"",""Kết quả"":""Trùng 2 bộ ba số bất kỳ trong 20 bộ ba số 668 878 798 683 954 222 463 754 971 300 553 179 803 617 958 125 008 393 003 102"",""SL giải"":""46""},""row_index"":4,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00004&nocatche=1,2026-06-13T18:00:57+00:00
max3d,00004,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Đặc biệt,668  878,161,1000000,"{""columns"":{""Giá trị"":""1.000.000"",""Giải thưởng"":""Giải Đặc biệt"",""Kết quả"":""668  878"",""SL giải"":""161""},""row_index"":0,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00004&nocatche=1,2026-06-13T18:00:57+00:00
max3d,00004,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Đặc biệt,668 878 hoặc 878 668,0,1000000000,"{""columns"":{""Giá trị"":""1.000.000.000"",""Giải thưởng"":""Giải Đặc biệt"",""Kết quả"":""668 878 hoặc 878 668"",""SL giải"":""0""},""row_index"":0,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00004&nocatche=1,2026-06-13T18:00:57+00:00
max3d,00005,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Ba,782 847 350 078 174 651 658 469,257,100000,"{""columns"":{""Giá trị"":""100.000"",""Giải thưởng"":""Giải Ba"",""Kết quả"":""782 847 350 078 174 651 658 469"",""SL giải"":""257""},""row_index"":3,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00005&nocatche=1,2026-06-13T18:00:58+00:00
max3d,00005,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Ba,Trùng 2 bộ ba số bất kỳ trong 8 bộ ba số 782 847 350 078 174 651 658 469,3,5000000,"{""columns"":{""Giá trị"":""5.000.000"",""Giải thưởng"":""Giải Ba"",""Kết quả"":""Trùng 2 bộ ba số bất kỳ trong 8 bộ ba số 782 847 350 078 174 651 658 469"",""SL giải"":""3""},""row_index"":3,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00005&nocatche=1,2026-06-13T18:00:58+00:00
max3d,00005,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Nhì,501 037 145 148 725 384,265,210000,"{""columns"":{""Giá trị"":""210.000"",""Giải thưởng"":""Giải Nhì"",""Kết quả"":""501 037 145 148 725 384"",""SL giải"":""265""},""row_index"":2,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00005&nocatche=1,2026-06-13T18:00:58+00:00
max3d,00005,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Nhì,Trùng 2 bộ ba số bất kỳ trong 6 bộ ba  số 501 037 145 148 725 384,1,10000000,"{""columns"":{""Giá trị"":""10.000.000"",""Giải thưởng"":""Giải Nhì"",""Kết quả"":""Trùng 2 bộ ba số bất kỳ trong 6 bộ ba  số 501 037 145 148 725 384"",""SL giải"":""1""},""row_index"":2,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00005&nocatche=1,2026-06-13T18:00:58+00:00
max3d,00005,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Nhất,294  847  766  617,150,350000,"{""columns"":{""Giá trị"":""350.000"",""Giải thưởng"":""Giải Nhất"",""Kết quả"":""294  847  766  617"",""SL giải"":""150""},""row_index"":1,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00005&nocatche=1,2026-06-13T18:00:58+00:00
max3d,00005,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải Nhất,Trùng 2 bộ ba số bất kỳ trong 4 bộ ba số 294 847 766 617,3,40000000,"{""columns"":{""Giá trị"":""40.000.000"",""Giải thưởng"":""Giải Nhất"",""Kết quả"":""Trùng 2 bộ ba số bất kỳ trong 4 bộ ba số 294 847 766 617"",""SL giải"":""3""},""row_index"":1,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00005&nocatche=1,2026-06-13T18:00:58+00:00
max3d,00005,Từ 18h00 – 18h30 Thứ 2 - Thứ 4 - Thứ 6,Giải năm,Trùng 1 bộ ba số bất kỳ trong 2 bộ ba số 702 081,331,150000,"{""columns"":{""Giá trị"":""150.000"",""Giải thưởng"":""Giải năm"",""Kết quả"":""Trùng 1 bộ ba số bất kỳ trong 2 bộ ba số 702 081"",""SL giải"":""331""},""row_index"":5,""table_index"":1}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/max-3D?id=00005&nocatche=1,2026-06-13T18:00:58+00:00
